SFGL ID	Vial #	Jar #	Date	Wild/Hatchery	Species	Run	comment	Age	Basin
OtsAC18CORH_1421	21	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1422	22	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1423	23	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1424	24	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1425	25	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1426	26	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1427	27	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1428	28	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1429	29	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1430	30	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1431	31	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1432	32	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1433	33	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1434	34	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1435	35	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1436	36	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1437	37	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1438	38	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1439	39	14	7/25/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1501	1	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1502	2	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1503	3	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1504	4	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1505	5	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1506	6	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1507	7	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1508	8	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1509	9	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1510	10	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1511	11	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1512	12	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1513	13	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1514	14	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1515	15	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1516	16	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1517	17	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1518	18	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1519	19	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1520	20	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1521	21	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1522	22	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1523	23	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1524	24	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1525	25	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1526	26	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1527	27	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1528	28	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1529	29	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1530	30	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1531	31	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1532	32	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1533	33	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1534	34	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1535	35	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1536	36	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1537	37	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1538	38	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1539	39	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1540	40	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1541	41	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1542	42	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1543	43	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1544	44	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1545	45	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1546	46	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1547	47	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1548	48	15	8/1/2018	Mix	Chinook	Spring		Adult	Rogue
OtsAC18CORH_1601	1	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1602	2	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1603	3	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1604	4	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1605	5	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1606	6	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1607	7	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1608	8	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1609	9	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1610	10	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1611	11	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1612	12	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1613	13	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1614	14	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1615	15	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1616	16	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1617	17	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1618	18	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1619	19	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1620	20	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1621	21	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1622	22	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1623	23	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1624	24	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1625	25	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1626	26	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1627	27	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1628	28	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1629	29	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1630	30	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1631	31	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1632	32	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1633	33	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1634	34	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1635	35	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1636	36	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1637	37	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1638	38	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1639	39	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1640	40	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1641	41	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1642	42	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1643	43	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1644	44	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1645	45	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1646	46	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1647	47	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1648	48	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1649	49	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1650	50	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1651	51	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1652	52	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1653	53	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1654	54	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1655	55	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1656	56	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1657	57	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1658	58	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1659	59	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1660	60	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1661	61	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1662	62	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1663	63	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1664	64	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1665	65	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1666	66	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1667	67	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1668	68	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1669	69	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1670	70	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1671	71	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1672	72	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1673	73	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1674	74	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1675	75	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1676	76	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1677	77	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1678	78	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1679	79	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1680	80	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1681	81	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1682	82	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1683	83	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1684	84	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1685	85	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1686	86	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1687	87	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1688	88	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1689	89	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1690	90	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1691	91	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1692	92	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1693	93	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1694	94	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1695	95	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1696	96	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1697	97	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1698	98	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1699	99	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3600	100	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3601	101	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3602	102	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3603	103	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3604	104	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3605	105	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3606	106	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3607	107	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3608	108	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3609	109	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3610	110	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3611	111	16	8/15/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1701	1	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1702	2	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1703	3	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1704	4	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1705	5	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1706	6	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1707	7	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1708	8	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1709	9	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1710	10	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1711	11	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1712	12	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1713	13	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1714	14	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1715	15	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1716	16	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1717	17	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1718	18	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1719	19	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1720	20	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1721	21	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1722	22	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1723	23	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1724	24	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1725	25	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1726	26	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1727	27	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1728	28	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1729	29	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1730	30	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1731	31	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1732	32	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1733	33	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1734	34	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1735	35	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1736	36	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1737	37	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1738	38	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1739	39	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1740	40	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1741	41	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1742	42	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1743	43	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1744	44	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1745	45	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1746	46	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1747	47	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1748	48	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1749	49	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1750	50	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1751	51	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1752	52	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1753	53	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1754	54	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1755	55	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1756	56	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1757	57	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1758	58	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1759	59	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1760	60	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1761	61	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1762	62	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1763	63	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1764	64	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1765	65	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1766	66	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1767	67	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1768	68	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1769	69	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1770	70	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1771	71	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1772	72	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1773	73	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1774	74	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1775	75	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1776	76	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1777	77	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1778	78	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1779	79	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1780	80	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1781	81	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1782	82	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1783	83	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1784	84	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1785	85	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1786	86	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1787	87	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1788	88	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1789	89	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1790	90	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1791	91	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1792	92	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1793	93	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1794	94	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1795	95	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1796	96	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1797	97	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1798	98	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1799	99	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3700	100	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3701	101	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3702	102	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3703	103	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3704	104	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3705	105	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3706	106	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3707	107	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3708	108	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3709	109	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3710	110	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3711	111	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_3712	112	17	8/18/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1801	1	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1802	2	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1803	3	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1804	4	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1805	5	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1806	6	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1807	7	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1808	8	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1809	9	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1810	10	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1811	11	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1812	12	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1813	13	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1814	14	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1815	15	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1816	16	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1817	17	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1818	18	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1819	19	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1820	20	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1821	21	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1822	22	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1823	23	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1824	24	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1825	25	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1826	26	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1827	27	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1828	28	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1829	29	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1830	30	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1831	31	18	8/22/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1901	1	19	8/29/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1902	2	19	8/29/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1903	3	19	8/29/2018		Chinook	Spring		Adult	Rogue
OtsAC18CORH_1904	4	19	8/29/2018		Chinook	Spring		Adult	Rogue
